communication_round,Loss,Accuracy,Time
1,0.8707385600374143,28.98,319.0768315792084
2,0.6261030956623126,41.82,289.3138210773468
3,0.46086109890850857,55.31,290.5853171348572
4,0.32556062521498885,60.02,263.3479754924774
5,0.3090199054197503,63.14,315.523854970932
6,0.21787160159292718,64.31,253.68704342842102
7,0.2189615378635427,68.48,293.41872668266296
8,0.19659958172009154,71.19,293.83248591423035
9,0.15302658237761463,71.15,261.2094569206238
10,0.14779389417026106,71.35,260.22754740715027
11,0.12799652923399152,76.93,683.1029505729675
12,0.14820454520723617,74.14,711.6133282184601
13,0.10024939093607803,78.09,678.7102856636047
14,0.09545986500379444,76.89,742.5256192684174
15,0.09951804205156063,77.05,649.608392238617
16,0.08509804474617846,75.56,707.6575882434845
17,0.07440822529186289,78.44,792.8994586467743
18,0.0831516394119183,77.95,721.7925200462341
19,0.07389574553248296,76.13,670.3620638847351
20,0.06527973132389343,80.75,705.3931257724762
21,0.04649852109607315,77.78,752.850105047226
22,0.06132652394255959,77.94,658.0899891853333
23,0.0641976454659129,76.67,697.6752099990845
24,0.06408953818822569,79.51,703.5340924263
25,0.05505993497162278,79.5,716.8574719429016
26,0.06284110588673411,75.09,681.01513671875
27,0.0508486117867076,78.87,721.928448677063
28,0.06148904332636799,82.09,651.0096399784088
29,0.04686640515677017,79.4,780.5969617366791
30,0.05041974057307275,79.78,676.7313761711121
31,0.05229639413964082,82.83,630.7172522544861
32,0.045061430187602614,79.93,738.9819016456604
33,0.04463050222021762,73.44,698.2169666290283
34,0.04134448255934101,80.34,746.1803505420685
35,0.04624807845582253,80.64,711.443302154541
36,0.0441849303743241,80.9,712.2808609008789
37,0.03380399989615508,81.54,712.7924942970276
38,0.03691210559150563,81.85,723.7701802253723
39,0.03185979464069977,80.57,705.4211032390594
40,0.035274056269013324,82.03,683.0649697780609
41,0.033017912792503025,84.0,735.0420594215393
42,0.033915989478465615,80.46,701.1576178073883
43,0.03079620797808173,82.55,676.4738209247589
44,0.03356027045508226,77.43,707.7456631660461
45,0.02607978959722595,83.06,717.5882978439331
46,0.026417010576935414,81.15,680.5231392383575
47,0.03129185005959963,82.1,721.1654984951019
48,0.02550047109880914,82.29,706.7397992610931
49,0.032733411079680655,77.82,678.839831829071
50,0.03744621496165047,80.18,718.8198850154877
51,0.027978020733732584,74.85,703.2145538330078
52,0.0309571598120919,80.53,712.3054487705231
53,0.028894075096246596,82.83,753.0851790904999
54,0.023380250717874473,81.74,753.5481543540955
55,0.027218310131539653,78.58,669.8211536407471
56,0.02684765925420019,82.45,745.5290012359619
57,0.0284424096336366,79.7,744.3944687843323
58,0.025317873028762657,81.45,658.360372543335
59,0.02139996362450559,76.7,720.6372141838074
60,0.026552345149123475,84.48,700.0790932178497
61,0.022797001796309363,82.38,724.8014650344849
62,0.022824433062359893,81.77,708.1066498756409
63,0.022814049493237717,82.83,768.4261949062347
64,0.02193612645395968,84.4,693.6491646766663
65,0.023534707352251,82.76,729.3348681926727
66,0.020852378676328186,83.13,701.1371786594391
67,0.02701359353174932,83.5,710.0475583076477
68,0.02058367843178898,81.73,691.4689521789551
69,0.01604739178831884,81.98,727.6561048030853
70,0.01942962037083028,82.91,705.5548496246338
71,0.023477414839087413,82.54,717.2937910556793
72,0.020430298246727135,82.68,702.267550945282
73,0.016091012809559203,85.12,679.1189606189728
74,0.016007152591639894,82.38,709.2607522010803
75,0.015199303820606011,85.02,788.4385349750519
76,0.01741002426874478,77.64,720.75221824646
77,0.018523180247958106,81.82,691.503643989563
78,0.022011747268311014,84.22,627.3050105571747
79,0.015072788291193018,84.6,669.5188698768616
80,0.01801858635109038,81.77,677.7613558769226
81,0.017084749168985534,85.16,723.4825754165649
82,0.014623707353141233,80.98,787.7551081180573
83,0.022227214023973367,82.87,892.427806854248
84,0.017368160224313735,79.73,935.4273595809937
85,0.019553581070326533,82.47,910.2240648269653
86,0.013484654602290414,81.7,815.1217548847198
87,0.015266966736654345,82.78,924.6692001819611
88,0.015778502441255077,80.64,739.0688440799713
89,0.0191053798656494,85.12,650.4942662715912
90,0.016153743845768637,84.44,746.1456294059753
91,0.016644730890055342,81.69,797.424144744873
92,0.01745266264142834,83.52,633.5276966094971
93,0.014565166871089181,83.89,692.2514207363129
94,0.011758259592063494,85.78,667.0858693122864
95,0.017148754973228934,84.54,719.9519100189209
96,0.01575431675179697,83.42,726.8521559238434
97,0.011568429226101174,83.44,742.8323106765747
98,0.012778677572310531,82.89,665.9034659862518
99,0.014365716144826818,83.61,820.3815796375275
100,0.01334042859738832,82.86,714.047208070755
101,0.01602008976791307,84.63,694.5784058570862
102,0.01214482650871987,82.76,717.0196516513824
103,0.011711341432921055,84.1,765.3318862915039
104,0.01323399537758175,83.64,677.7975594997406
105,0.0165004200578334,84.09,706.3298778533936
106,0.012726931536892912,79.22,723.2490661144257
107,0.015892742562599864,83.68,746.3286674022675
108,0.012992199112794551,85.09,728.6998913288116
109,0.014374765721726246,78.97,659.490250825882
110,0.01579451745945618,82.71,696.8285088539124
111,0.014151172279222782,83.22,761.9208943843842
112,0.014419777432304052,79.47,665.8784861564636
113,0.0140443013105143,83.17,746.0550398826599
114,0.00936322911400039,84.23,765.4001114368439
115,0.010678685665069762,85.75,787.6747732162476
116,0.011438328940879686,80.15,729.1324715614319
117,0.009950924609944466,81.59,742.1510059833527
118,0.01419127406103787,85.03,703.7164709568024
119,0.011164048704047223,83.9,704.8915636539459
120,0.010284739600853085,82.8,737.0964241027832
121,0.013008129023388678,83.12,699.8400766849518
122,0.012342022019249364,82.49,751.9077005386353
123,0.011146211632504096,84.5,658.533465385437
124,0.010624066953530884,85.49,700.5306391716003
125,0.007388739929097571,85.73,715.8213403224945
126,0.010708411475300592,83.13,678.7396483421326
