communication_round,Loss,Accuracy,Time
73,0.016211952498342414,84.47,668.0388443470001
74,0.015121221186606904,82.54,633.836678981781
75,0.015838159189262672,84.58,734.4356651306152
76,0.01547891381407518,74.34,662.9606428146362
77,0.018054663030930347,78.91,607.529976606369
78,0.023811074830336475,83.26,585.0827586650848
79,0.015713942525226433,83.06,625.9059224128723
80,0.01827835555507539,81.13,627.4602870941162
81,0.01828531189053036,84.64,677.411506652832
82,0.014692996823596849,79.51,621.433929681778
83,0.018984444767120877,82.62,661.7772996425629
84,0.017561908320160448,76.24,696.2066032886505
85,0.01806654842476671,82.07,637.1472644805908
86,0.013400485746000997,80.34,606.8766891956329
87,0.0138363267097186,81.95,691.2778127193451
88,0.015145137649941917,79.65,752.1019871234894
89,0.020399413330781973,83.98,788.8811233043671
90,0.01529853750379705,83.27,871.7372798919678
91,0.014771556400892921,81.65,892.1948189735413
92,0.016160682420998575,81.05,729.316517829895
93,0.015142122427863869,82.42,758.5940313339233
94,0.011602053533499902,84.84,732.9122271537781
95,0.015141261450238596,80.79,657.6540668010712
96,0.014941311478023111,80.55,657.2079865932465
97,0.010983258946087435,82.27,698.9305729866028
98,0.011497147798142988,82.8,584.6174790859222
99,0.011746617875720266,80.92,612.0269553661346
100,0.013106781359309186,79.78,552.1284577846527
101,0.015306573146742974,82.15,550.692060470581
102,0.011587118763922736,82.28,528.4187507629395
103,0.011252195431331009,83.0,591.8708100318909
104,0.012175631098335901,83.82,528.0421452522278
105,0.015988830170640872,82.89,530.4990694522858
106,0.012782048220668201,75.35,545.2923519611359
107,0.014226448722992882,83.47,580.2375435829163
108,0.01230563890372353,83.55,538.2840995788574
109,0.013290585731591439,77.79,514.4638533592224
110,0.013382200891317442,81.16,520.619649887085
111,0.014549534254382046,83.16,589.4729871749878
112,0.013094559593187774,79.03,522.3738195896149
113,0.013263840075665972,81.32,578.7347552776337
114,0.009201664346447484,82.14,583.2666857242584
115,0.008639583225431312,84.9,619.8229398727417
116,0.00976437898842715,78.86,585.7017269134521
117,0.008692448305843363,81.17,577.2748782634735
118,0.013504908528592627,84.35,549.884982585907
119,0.009323721392731351,82.64,566.0933148860931
120,0.008731793481265408,79.58,573.0752446651459
121,0.012299886844158886,83.03,547.4247930049896
122,0.011648551675367824,82.77,556.2690713405609
123,0.009861098116847874,84.05,496.3889992237091
124,0.008826380508842359,84.13,530.8600199222565
125,0.007462929081894616,84.75,567.246876001358
126,0.008614314400034875,81.85,513.1610248088837
127,0.009082288573425034,81.89,530.3848812580109
128,0.0070630369868731075,84.63,569.9849164485931
129,0.008856052158025702,79.95,533.1473379135132
130,0.009078011524184035,81.62,507.19377183914185
131,0.011332017427765299,85.05,560.3381381034851
132,0.007919561127264838,80.96,574.4601950645447
133,0.00941128689287359,83.46,537.359472990036
134,0.006978457578830232,81.56,585.7474176883698
135,0.007447716330387927,82.31,511.36762976646423
136,0.01208502217479819,83.5,547.4726102352142
137,0.008682098379207463,84.84,532.0006465911865
138,0.0060726756845854764,85.19,555.2792294025421
139,0.006697298350487026,82.17,550.579833984375
140,0.007897882856890536,83.94,575.2567839622498
141,0.008587587499332066,84.97,547.9162185192108
142,0.009109342887091813,81.26,505.5141956806183
143,0.00741605437701186,83.63,622.297197341919
144,0.007258126592289438,80.38,593.6739423274994
145,0.0082116138403605,82.65,548.7279016971588
146,0.008215225404353294,82.56,533.2874329090118
147,0.007957812174966068,80.41,510.49641251564026
148,0.00814135224889827,82.78,567.7342848777771
149,0.009519706629906186,83.57,522.5511312484741
150,0.007093770998117905,83.17,499.1093204021454
151,0.007512797351251296,84.13,500.16115522384644
152,0.005326650376294167,85.3,538.5720365047455
153,0.007501531768027976,82.96,541.0127000808716
154,0.007679945968928567,84.9,534.4973957538605
