communication_round,Loss,Accuracy,Time
86,0.012126405672110787,79.83,1025.8920950889587
87,0.011469420234133061,81.59,1145.00825715065
88,0.014100820761315686,80.06,1108.477030992508
89,0.017908807044181362,81.69,1029.5639724731445
90,0.01298901054963432,82.33,1130.2527248859406
91,0.01414618476737938,81.49,1178.9547190666199
92,0.013815599891596603,78.63,1017.8830020427704
93,0.01494216710327739,81.16,1043.19762134552
94,0.011257767926116177,84.91,1067.75927567482
95,0.0160999993165467,77.35,1103.2544345855713
96,0.013221918352001422,80.62,1081.1571354866028
97,0.01065261210563801,81.48,1134.880915403366
98,0.009312326886407759,83.15,1049.7668018341064
99,0.010464002064753411,80.04,1176.960131406784
100,0.012154289721492916,79.91,1036.6775465011597
101,0.014384593774996072,81.14,1073.2284922599792
102,0.01019302881986522,81.86,1048.5331671237946
103,0.009223282180910772,82.5,1156.312548160553
104,0.011479729759269825,84.27,1051.5417778491974
105,0.014032739092750934,82.23,1061.8369283676147
106,0.010311112092633388,74.8,1095.0109000205994
107,0.013819844913781581,81.26,1136.8151202201843
108,0.011272300486274516,82.81,1072.9396154880524
109,0.01309674640217603,75.77,1023.1439056396484
110,0.012507372248013893,76.07,1048.1014201641083
111,0.014106008619118954,79.07,1105.8598010540009
112,0.01182733275759444,79.12,1004.4244174957275
113,0.011459356485017665,77.91,1130.0177340507507
114,0.009746776091130277,82.31,1086.725534439087
115,0.00894737917487607,84.67,1158.764258146286
116,0.009301967577950928,79.73,1094.0697360038757
117,0.007906165429375308,80.53,1101.7910752296448
118,0.01070687774916116,82.68,1052.3370549678802
119,0.009330940534869155,80.04,1080.3353235721588
120,0.008594947219979094,78.49,1118.4871118068695
121,0.011148158984191924,80.74,1042.611802816391
122,0.009447027122479412,81.28,1103.634381055832
123,0.009871478819133216,83.35,1003.9761488437653
124,0.009666840572475684,83.71,1056.0783331394196
125,0.0065421603963790615,84.33,1071.5103933811188
126,0.008119420542719113,81.44,1011.5525114536285
127,0.0073760893239486315,80.81,1050.3740756511688
128,0.005771150750540308,84.29,1092.6856145858765
129,0.007317718456931926,77.24,1032.37455868721
130,0.007589477751808268,81.11,1090.7397527694702
131,0.0082013546770318,84.59,1093.9954135417938
132,0.007309043471214971,80.4,1106.1107203960419
133,0.007892810727962189,83.22,778.3386964797974
134,0.006707743758046033,81.11,946.7615256309509
135,0.0067311105022089205,81.69,864.5142087936401
136,0.008850411207923717,82.49,824.4942674636841
137,0.008302025286374137,83.93,811.5161201953888
138,0.004639127864369154,84.7,824.5249953269958
139,0.005598134573908924,82.4,817.5498430728912
140,0.006712506311010428,83.73,836.6306631565094
141,0.010544032977748299,84.66,816.5649652481079
142,0.007063017251453094,81.64,780.7652258872986
143,0.005494465541890411,83.07,893.6558647155762
144,0.006478633344513067,80.48,868.2961702346802
145,0.007985508383013016,82.25,842.4512495994568
146,0.00570311169287741,83.0,802.4740791320801
147,0.007528038419523771,76.03,832.7213571071625
148,0.007667972430054568,82.17,845.3402409553528
149,0.007897954154368064,82.99,823.7425436973572
150,0.005462908844845559,83.04,799.4839379787445
151,0.007322207561428119,84.0,798.1175091266632
152,0.004678153059484613,84.14,814.1208503246307
153,0.006386099113713242,82.68,835.4407300949097
154,0.00738369074817177,84.45,838.4875104427338
155,0.005753810188062981,82.13,853.375744342804
156,0.007505331622326389,84.68,798.2964088916779
157,0.004660692498579204,81.85,832.7593097686768
158,0.006360266008664901,84.48,821.2043023109436
159,0.004971949222354214,81.94,840.7082276344299
160,0.007229416231545413,82.69,769.9253525733948
161,0.006723138280094307,82.89,834.2770228385925
162,0.006944146825635317,83.86,812.9309167861938
163,0.0050259515298252955,82.7,847.2980470657349
164,0.006655568714520643,80.19,838.6732623577118
165,0.006124305642831342,83.66,803.7769508361816
166,0.006277538591863366,81.6,877.5131733417511
167,0.005710352452261711,82.52,812.646636724472
168,0.004623016705611778,80.17,840.1933448314667
169,0.004886274408393675,81.05,823.3892447948456
170,0.00802703435027447,83.76,851.4357371330261
171,0.005798627554924143,83.32,800.293062210083
172,0.0033630978013477046,83.34,824.4357161521912
173,0.00403699412412905,82.18,880.2246980667114
174,0.004192527640823085,83.53,846.7290661334991
175,0.006306024487272068,82.87,788.4443235397339
176,0.0035370459110029237,82.7,840.2567186355591
177,0.004309455165973244,84.41,785.591837644577
178,0.004296807312420764,81.62,857.0650260448456
179,0.0052991285679745035,83.86,831.1386721134186
180,0.004539524650581885,83.53,873.713963508606
181,0.004103973860347771,82.85,835.3327324390411
182,0.004725393123107181,79.71,844.0895421504974
183,0.0031001508410481654,82.26,826.5794954299927
184,0.008580817154981574,85.03,833.9942536354065
185,0.00551820423131067,84.12,842.0292506217957
186,0.004197021189186622,84.99,823.6599817276001
187,0.0036478797579742143,82.83,848.001059293747
188,0.005530064158654436,83.56,840.5748524665833
189,0.006496006414942133,79.2,850.6294357776642
